,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON
510,Jalen Johnson,ATL,20,22,14,8,5.5,2.4,1.0,1.9,53.7,0.1,0.6,23.1,0.2,0.3,71.4,0.1,1.1,1.2,0.1,0.4,0.1,0.1,0.4,4.3,0,0,-0.9,2022
511,Bol Bol,ORL,22,14,5,9,5.8,2.4,1.1,1.9,55.6,0.1,0.3,25.0,0.1,0.4,40.0,0.3,1.1,1.4,0.4,0.3,0.1,0.1,0.3,5.0,0,0,0.4,2022
512,Freddie Gillespie,ORL,25,9,1,8,13.2,2.3,1.0,2.4,40.9,0.0,0.1,0.0,0.3,0.8,42.9,1.4,2.6,4.0,0.6,0.6,0.3,1.0,2.0,11.4,0,0,-3.2,2022
513,Haywood Highsmith,MIA,25,19,13,6,8.6,2.3,0.8,2.4,34.8,0.5,1.5,32.1,0.1,0.3,40.0,0.5,0.8,1.4,0.3,0.2,0.1,0.2,0.7,5.0,0,0,-1.9,2022
514,Justin Champagnie,TOR,21,36,21,15,7.8,2.3,0.9,1.9,46.3,0.3,0.8,35.7,0.3,0.3,100,1.0,1.0,2.0,0.3,0.2,0.2,0.1,0.9,5.9,0,0,1.4,2022
515,Nik Stauskas,BOS,28,8,7,1,4.8,2.3,0.6,1.8,35.7,0.5,1.3,40.0,0.5,0.8,66.7,0.1,0.3,0.4,0.3,0.1,0.0,0.0,0.1,3.0,0,0,2.3,2022
516,Miles McBride,NYK,21,40,19,21,9.3,2.2,0.8,2.7,29.6,0.4,1.7,25.0,0.2,0.3,66.7,0.1,1.0,1.1,1.0,0.1,0.4,0.0,1.1,6.0,0,0,2.5,2022
517,Dylan Windler,CLE,25,50,28,22,9.2,2.2,0.7,2.0,37.8,0.4,1.4,30.0,0.3,0.4,83.3,0.4,1.4,1.8,0.7,0.3,0.3,0.1,0.9,6.1,0,0,-0.2,2022
518,Jericho Sims,NYK,23,41,19,22,13.5,2.2,1.0,1.3,72.2,0.0,0.0,0.0,0.3,0.7,41.4,1.5,2.6,4.1,0.5,0.5,0.3,0.5,1.6,9.8,1,0,1.9,2022
519,Justin Jackson,PHX,27,7,6,1,5.2,2.1,0.7,2.1,33.3,0.4,1.3,33.3,0.3,0.3,100,0.1,0.9,1.0,0.3,0.1,0.0,0.0,0.4,3.6,0,0,-1.9,2022
520,Jeff Dowtin,ORL,25,9,4,5,12.0,2.1,0.9,2.9,30.8,0.1,1.0,11.1,0.2,0.2,100,0.9,1.1,2.0,1.1,0.6,0.6,0.1,0.6,7.6,0,0,-2.9,2022
521,Joe Wieskamp,SAS,22,29,11,18,7.1,2.1,0.7,1.9,35.7,0.5,1.5,32.6,0.2,0.4,53.8,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,3.8,0,0,0.0,2022
522,JT Thor,CHA,19,33,18,15,7.9,2.0,0.7,1.7,43.6,0.2,0.8,25.9,0.4,0.6,60.0,0.3,1.0,1.3,0.6,0.3,0.2,0.3,0.8,5.9,0,0,-0.2,2022
523,Ahmad Caver,IND,25,1,0,1,0.8,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2.0,2022
524,Cassius Winston,WAS,24,7,1,6,5.6,2.0,0.6,1.6,36.4,0.3,0.9,33.3,0.6,0.6,100,0.0,0.1,0.1,1.0,0.4,0.0,0.0,1.3,3.2,0,0,-0.9,2022
525,Craig Sword,WAS,28,3,1,2,6.3,2.0,1.0,1.3,75.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,0.0,2.3,6.2,0,0,0.3,2022
526,Damyean Dotson,NYK,28,2,1,1,10.3,2.0,1.0,2.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,4.0,0,0,1.5,2022
527,Jemerrio Jones,LAL,27,2,0,2,7.4,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.5,0.0,1.0,5.3,0,0,-6.5,2022
528,Joe Johnson,BOS,41,1,1,0,2.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,-5.0,2022
529,Langston Galloway,MIL,30,7,4,3,15.2,2.0,0.9,3.7,23.1,0.3,2.3,12.5,0.0,0.0,0.0,0.4,2.1,2.6,1.7,0.9,0.1,0.0,1.0,7.2,0,0,-1.7,2022
530,Luke Kornet,BOS,26,15,11,4,6.9,2.0,0.9,1.8,48.1,0.0,0.3,0.0,0.3,0.4,66.7,0.9,1.1,1.9,0.6,0.0,0.2,0.2,0.6,6.4,0,0,1.5,2022
531,Norvel Pelle,UTA,29,3,0,3,6.3,2.0,1.0,1.7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.7,0.0,0.3,0.3,4.7,0,0,-6.3,2022
532,Shaquille Harrison,BKN,28,2,1,1,11.3,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,1.5,1.0,0.5,0.5,1.5,8.7,0,0,-2.0,2022
533,Usman Garuba,HOU,20,24,2,22,10.0,2.0,0.8,1.8,43.2,0.2,0.8,25.0,0.2,0.3,71.4,0.9,2.6,3.5,0.7,0.3,0.4,0.5,1.2,9.6,0,0,1.4,2022
534,Chris Chiozza,GSW,26,34,21,13,10.9,2.0,0.7,2.4,29.6,0.5,1.6,32.1,0.1,0.1,66.7,0.3,0.8,1.1,1.9,0.9,0.4,0.0,0.9,6.3,0,0,-1.4,2022
535,Marko Simonovic,CHI,22,9,4,5,3.9,1.9,0.4,1.7,26.7,0.1,0.6,20.0,0.9,1.2,72.7,0.6,0.6,1.1,0.0,0.2,0.1,0.1,0.7,3.7,0,0,0.3,2022
536,Alize Johnson,NOP,26,23,14,9,7.3,1.8,0.7,1.7,43.6,0.0,0.2,0.0,0.3,0.5,58.3,1.2,1.4,2.7,0.4,0.5,0.2,0.0,0.8,5.7,0,0,-2.0,2022
537,Brodric Thomas,BOS,25,12,8,4,5.0,1.8,0.7,1.5,44.4,0.2,0.8,22.2,0.3,0.4,60.0,0.2,0.7,0.8,0.9,0.5,0.1,0.1,0.6,4.1,0,0,0.3,2022
538,Eugene Omoruyi,DAL,25,4,1,3,4.5,1.8,0.5,1.3,40.0,0.3,0.5,50.0,0.5,1.0,50.0,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,4.6,0,0,0.8,2022
539,Willie Cauley-Stein,PHI,28,20,12,8,9.1,1.7,0.8,1.8,45.7,0.1,0.1,50.0,0.1,0.1,50.0,0.7,1.4,2.0,0.5,0.4,0.3,0.2,1.0,5.9,0,0,1.2,2022
540,Isaiah Todd,WAS,20,12,1,11,6.2,1.7,0.6,2.2,26.9,0.3,1.3,25.0,0.2,0.5,33.3,0.3,0.8,1.0,0.3,0.3,0.3,0.2,0.3,4.5,0,0,-2.0,2022
541,Wayne Selden,NYK,27,3,2,1,6.4,1.7,0.3,1.3,25.0,0.3,0.7,50.0,0.7,1.3,50.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,2.6,0,0,-4.3,2022
542,Kevin Pangos,CLE,29,24,16,8,6.9,1.6,0.6,1.9,32.6,0.3,1.1,23.1,0.1,0.2,75.0,0.1,0.4,0.5,1.3,0.3,0.1,0.0,0.5,4.1,0,0,-1.5,2022
543,Ryan Arcidiacono,NYK,28,10,8,2,7.6,1.6,0.6,1.2,50.0,0.4,0.9,44.4,0.0,0.0,0.0,0.0,0.8,0.8,0.4,0.3,0.1,0.0,0.5,3.2,0,0,-1.2,2022
544,Emmanuel Mudiay,SAC,26,2,0,2,5.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,75.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.5,5.5,0,0,-3.5,2022
545,Rob Edwards,OKC,25,2,0,2,5.4,1.5,0.5,2.0,25.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,0.0,0.0,0.0,2.8,0,0,-7.0,2022
546,Leandro Bolmaro,MIN,21,35,19,16,6.9,1.4,0.5,1.5,31.5,0.1,0.5,27.8,0.3,0.4,84.6,0.5,0.8,1.2,0.6,0.4,0.2,0.0,0.7,3.9,0,0,0.1,2022
547,Malik Fitts,BOS,24,15,13,2,4.2,1.4,0.5,1.3,42.1,0.3,0.7,50.0,0.0,0.0,0.0,0.1,1.0,1.1,0.3,0.1,0.0,0.0,0.3,3.1,0,0,-1.3,2022
548,Charlie Brown Jr.,PHI,25,22,16,6,8.1,1.4,0.5,1.8,25.6,0.0,0.5,8.3,0.4,0.5,90.0,0.6,0.8,1.5,0.3,0.2,0.5,0.2,0.8,5.2,0,0,-1.0,2022
549,Darren Collison,LAL,34,3,1,2,12.4,1.3,0.7,2.3,28.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.3,0.3,0.0,1.7,4.6,0,0,-4.7,2022
550,Jordan Schakel,WAS,24,4,1,3,7.6,1.3,0.3,2.8,9.1,0.3,1.5,16.7,0.5,0.5,100,0.5,1.5,2.0,0.0,0.3,0.3,0.0,0.0,4.2,0,0,0.5,2022
551,Moses Wright,DAL,23,4,4,0,3.7,1.3,0.3,1.0,25.0,0.0,0.3,0.0,0.8,0.8,100,0.3,0.5,0.8,0.5,0.0,0.0,0.3,0.0,3.7,0,0,-1.8,2022
552,Myles Powell,PHI,24,11,8,3,4.7,1.2,0.5,1.5,29.4,0.1,0.5,16.7,0.2,0.2,100,0.1,0.5,0.5,0.3,0.3,0.1,0.0,0.7,2.2,0,0,-1.6,2022
553,Tacko Fall,CLE,26,11,4,7,5.3,1.1,0.5,1.1,41.7,0.0,0.0,0.0,0.2,0.6,28.6,0.6,1.5,2.1,0.2,0.3,0.0,0.5,0.3,5.2,0,0,0.5,2022
554,Marcus Garrett,MIA,23,12,11,1,10.7,1.1,0.4,1.8,23.8,0.1,0.3,25.0,0.2,0.4,40.0,0.8,1.2,1.9,0.6,0.2,0.4,0.3,1.3,6.1,0,0,1.4,2022
555,Yves Pons,MEM,23,12,9,3,5.9,1.1,0.4,1.3,31.3,0.3,0.8,33.3,0.0,0.2,0.0,0.4,0.6,1.0,0.1,0.1,0.1,0.3,0.5,3.6,0,0,-2.5,2022
556,Petr Cornelie,DEN,26,13,3,10,2.9,1.1,0.4,1.2,33.3,0.1,0.6,12.5,0.2,0.3,75.0,0.5,0.5,1.1,0.2,0.3,0.1,0.1,0.5,2.9,0,0,0.6,2022
557,RJ Nembhard Jr.,CLE,23,14,6,8,4.5,1.1,0.4,1.3,33.3,0.0,0.1,0.0,0.2,0.3,75.0,0.2,0.3,0.5,0.9,0.2,0.1,0.0,0.1,3.0,0,0,-0.5,2022
558,Kai Jones,CHA,21,21,14,7,3.0,1.0,0.4,0.7,64.3,0.0,0.1,50.0,0.1,0.4,37.5,0.1,0.4,0.5,0.2,0.3,0.0,0.1,0.4,2.1,0,0,-0.7,2022
559,Dakota Mathias,MEM,26,6,5,1,2.7,1.0,0.3,1.0,33.3,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.2,0.0,0.2,2.2,0,0,-1.8,2022
560,Deividas Sirvydis,DET,22,3,1,2,8.9,1.0,0.3,3.3,10.0,0.3,2.3,14.3,0.0,0.0,0.0,0.0,2.0,2.0,0.3,0.0,1.0,0.3,1.3,7.9,0,0,-9.3,2022
561,Jaden Springer,PHI,19,2,2,0,2.8,1.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,4.7,0,0,-4.0,2022
562,McKinley Wright IV,MIN,23,5,3,2,3.8,1.0,0.4,0.6,66.7,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,1.7,0,0,-1.4,2022
563,Shaq Buchanan,MEM,25,2,2,0,4.9,1.0,0.5,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,4.2,0,0,-1.0,2022
564,Tyrell Terry,MEM,21,2,2,0,1.5,1.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0,0,-1.0,2022
565,Ed Davis,CLE,33,31,15,16,6.5,0.9,0.4,0.5,68.8,0.0,0.0,0.0,0.2,0.5,42.9,0.5,1.6,2.1,0.2,0.2,0.1,0.3,1.1,4.7,0,0,0.5,2022
566,Carlik Jones,DEN,24,5,3,2,4.7,0.8,0.2,1.8,11.1,0.0,0.2,0.0,0.4,0.4,100,0.2,0.4,0.6,1.0,0.6,0.2,0.0,0.0,3.0,0,0,-4.0,2022
567,Isaac Bonga,TOR,22,15,9,6,4.6,0.8,0.2,0.9,23.1,0.1,0.3,25.0,0.3,0.5,62.5,0.3,0.2,0.5,0.3,0.1,0.5,0.1,0.7,3.6,0,0,-2.1,2022
568,Chandler Hutchison,PHX,26,6,4,2,3.7,0.7,0.2,0.3,50.0,0.0,0.0,0.0,0.3,0.3,100,0.0,0.8,0.8,0.3,0.7,0.0,0.0,0.2,1.5,0,0,2.5,2022
569,DaQuan Jeffries,MEM,24,3,3,0,2.9,0.7,0.3,0.7,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,2.0,0,0,-1.0,2022
570,Jarron Cumberland,POR,24,3,0,3,4.1,0.7,0.3,0.7,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,2.4,0,0,3.0,2022
571,Jaylen Morris,SAS,26,3,0,3,5.3,0.7,0.0,2.0,0.0,0.0,0.7,0.0,0.7,1.3,50.0,0.0,0.7,0.7,0.7,0.3,0.0,0.0,0.7,2.1,0,0,2.7,2022
572,Solomon Hill,ATL,31,13,7,6,10.7,0.6,0.2,1.5,15.0,0.2,1.0,15.4,0.0,0.0,0.0,0.5,1.3,1.8,0.9,0.1,0.3,0.2,1.2,5.4,0,0,3.2,2022
573,Robert Woodard II,SAS,22,12,0,12,3.5,0.6,0.2,1.3,12.5,0.1,0.3,25.0,0.2,0.2,100,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,2.5,0,0,1.3,2022
574,Xavier Sneed,UTA,24,9,7,2,4.3,0.6,0.2,1.1,20.0,0.1,0.9,12.5,0.0,0.0,0.0,0.2,0.4,0.7,0.1,0.0,0.0,0.0,0.2,1.5,0,0,-0.7,2022
575,Sharife Cooper,ATL,21,13,8,5,3.0,0.5,0.2,1.1,21.4,0.1,0.5,16.7,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.1,1.2,0,0,-2.7,2022
576,Scottie Lewis,CHA,22,2,1,1,3.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2.8,0,0,-2.0,2022
577,Aaron Henry,PHI,22,6,6,0,2.8,0.3,0.2,0.8,20.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.0,0.3,0.3,1.2,0,0,-3.3,2022
578,Miye Oni,UTA,24,16,15,1,2.8,0.3,0.1,0.6,22.2,0.1,0.5,12.5,0.0,0.1,0.0,0.1,0.4,0.4,0.3,0.1,0.0,0.0,0.4,1.2,0,0,-2.0,2022
579,Joel Ayayi,WAS,22,7,1,6,2.9,0.3,0.1,0.9,16.7,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,1.7,0,0,0.4,2022
580,George King,DAL,28,4,2,2,4.8,0.3,0.0,1.3,0.0,0.0,1.0,0.0,0.3,0.5,50.0,0.0,1.3,1.3,0.0,0.3,0.0,0.0,1.0,1.5,0,0,-6.8,2022
581,Ade Murkey,SAC,24,1,0,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,2022
582,Anthony Lamb,HOU,24,2,0,2,3.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.1,0,0,2.5,2022
583,Arnoldas Kulboka,CHA,24,2,2,0,2.7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-6.0,2022
584,CJ Miles,BOS,35,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-5.0,2022
585,Cat Barber,ATL,27,3,0,3,4.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.3,0.7,1.0,1.0,0.3,0.0,0.0,0.3,2.4,0,0,3.7,2022
586,David Johnson,TOR,21,2,2,0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,2022
587,DeJon Jarreau,IND,24,1,0,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2022
588,Emanuel Terry,PHX,25,3,2,1,6.1,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.3,5.0,0.7,1.7,0.3,0.0,1.3,6.3,0,0,-6.3,2022
589,Feron Hunt,NYK,22,2,2,0,4.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,2.4,0,0,-0.5,2022
590,JaQuori McLaughlin,DAL,24,4,2,2,2.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.8,0,0,-2.3,2022
591,Jaime Echenique,WAS,25,1,1,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,2022
592,Javin DeLaurier,MIL,24,1,1,0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.2,0,0,4.0,2022
593,Jay Huff,LAL,24,4,0,4,5.1,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.3,2.8,0,0,3.8,2022
594,Jaysean Paige,DET,27,1,1,0,6.6,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.7,0,0,-10.0,2022
595,Jon Teske,MEM,25,3,3,0,2.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.3,0.0,0.3,0.0,0.3,2.3,0,0,-1.0,2022
596,Jordan Bell,CHI,27,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.2,0,0,1.0,2022
597,Jordan Goodwin,WAS,23,2,1,1,3.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.6,0,0,-4.0,2022
598,MJ Walker,PHX,24,2,1,1,4.2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,4.4,0,0,-1.5,2022
599,Matt Mooney,NYK,27,1,1,0,1.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0,-5.0,2022
600,Nate Hinton,IND,23,2,0,2,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,0,0,2.0,2022
601,Sam Dekker,TOR,28,1,1,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.0,2022
602,Trayvon Palmer,DET,27,1,0,1,16.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.4,0,0,-12.0,2022
603,Tyler Hall,NYK,25,1,1,0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.0,2022
604,Zylan Cheatham,UTA,26,1,0,1,5.2,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-13.0,2022
