,PLAYER,TEAM,AGE,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,HEIGHT,WEIGHT,POSITION
KesslerEdwards|2022,KesslerEdwards,BKN,21,48,5.9,2.3,5.6,41.2,1.0,2.8,35.3,0.3,0.4,84.2,0.9,2.7,3.6,0.6,0.9,0.6,0.5,1.8,1,0,200.66,203,SF
DanuelHouseJr.|2022,DanuelHouseJr.,UTA,29,42,5.9,1.9,4.7,40.4,1.0,2.8,37.6,1.0,1.4,75.9,0.4,2.2,2.6,1.0,0.8,0.5,0.4,1.2,0,0,198.12,220,SF
DanuelHouseJr.|2021,DanuelHouseJr.,HOU,28,36,8.8,3.1,7.6,40.4,1.5,4.3,34.6,1.1,1.8,65.1,0.5,3.2,3.7,1.9,1.0,0.6,0.4,1.9,0,0,198.12,220,SF
DanuelHouseJr.|2020,DanuelHouseJr.,HOU,27,63,10.5,3.7,8.6,42.7,2.0,5.6,36.3,1.2,1.4,81.1,0.9,3.3,4.2,1.3,0.9,1.1,0.5,2.1,2,0,198.12,220,SF
DannyGreen|2022,DannyGreen,PHI,35,62,5.9,2.0,5.2,39.4,1.7,4.4,38.0,0.2,0.2,78.6,0.5,2.0,2.5,1.0,0.7,1.0,0.6,1.7,0,0,198.12,215,SF
DannyGreen|2021,DannyGreen,PHI,34,69,9.5,3.2,7.9,41.2,2.5,6.3,40.5,0.4,0.6,77.5,0.8,3.0,3.8,1.7,1.0,1.3,0.8,1.8,1,0,198.12,215,SF
DannyGreen|2020,DannyGreen,LAL,33,68,8.0,2.9,7.0,41.6,1.8,4.8,36.7,0.5,0.7,68.8,0.8,2.6,3.3,1.3,0.9,1.3,0.5,2.0,0,0,198.12,215,SF
CJElleby|2022,CJElleby,POR,22,58,5.8,2.1,5.3,39.3,0.6,2.2,29.4,1.0,1.4,71.4,1.1,2.8,3.9,1.5,1.0,0.6,0.3,2.0,0,0,198.12,200,SF
CJElleby|2021,CJElleby,POR,21,30,2.3,0.8,2.2,37.9,0.2,1.1,20.6,0.4,0.5,73.3,0.4,0.7,1.1,0.3,0.2,0.2,0.1,0.9,0,0,198.12,200,SF
BismackBiyombo|2022,BismackBiyombo,PHX,29,36,5.8,2.4,4.0,59.3,0.0,0.0,0.0,1.1,2.0,53.5,1.8,2.9,4.6,0.6,0.7,0.3,0.7,1.9,6,0,203.2,255,C
BismackBiyombo|2021,BismackBiyombo,CHA,28,66,5.0,2.2,3.7,58.7,0.0,0.0,0.0,0.7,1.6,44.8,2.1,3.2,5.3,1.2,1.1,0.3,1.1,2.1,3,0,203.2,255,C
BismackBiyombo|2020,BismackBiyombo,CHA,27,53,7.4,2.8,5.2,54.3,0.0,0.0,0.0,1.7,2.8,60.3,2.3,3.5,5.8,0.9,0.9,0.2,0.9,2.2,8,0,203.2,255,C
LukaGarza|2022,LukaGarza,DET,23,32,5.8,2.1,4.6,44.9,0.5,1.5,32.7,1.2,1.9,62.3,1.8,1.3,3.1,0.6,0.6,0.3,0.2,1.7,2,0,208.28,243,C
JoshPrimo|2022,JoshPrimo,SAS,19,50,5.8,2.0,5.4,37.4,0.8,2.7,30.7,0.9,1.2,74.6,0.6,1.6,2.3,1.6,1.1,0.4,0.5,1.6,0,0,193.04,189,SG
EricPaschall|2022,EricPaschall,UTA,25,58,5.8,2.0,4.1,48.5,0.7,1.9,37.0,1.1,1.5,76.7,0.5,1.3,1.8,0.6,0.5,0.2,0.1,0.9,0,0,198.12,255,PF
EricPaschall|2021,EricPaschall,GSW,24,40,9.5,3.7,7.5,49.7,0.5,1.4,33.3,1.7,2.4,71.3,0.7,2.5,3.2,1.3,1.1,0.3,0.2,1.7,0,0,198.12,255,PF
EricPaschall|2020,EricPaschall,GSW,23,60,14.0,5.3,10.7,49.7,0.6,2.2,28.7,2.7,3.5,77.4,1.4,3.2,4.6,2.1,1.6,0.5,0.2,2.1,4,0,198.12,255,PF
MatisseThybulle|2022,MatisseThybulle,PHI,25,66,5.7,2.3,4.5,50.0,0.7,2.2,31.3,0.5,0.7,79.1,0.6,1.7,2.3,1.1,0.6,1.7,1.1,2.4,0,0,195.57999999999998,201,SG
MatisseThybulle|2021,MatisseThybulle,PHI,24,65,3.9,1.6,3.7,42.0,0.7,2.2,30.1,0.1,0.3,44.4,0.5,1.4,1.9,1.0,0.5,1.6,1.1,2.0,0,0,195.57999999999998,201,SG
MatisseThybulle|2020,MatisseThybulle,PHI,23,65,4.7,1.7,4.1,42.3,0.9,2.4,35.7,0.4,0.6,61.0,0.7,1.0,1.6,1.2,0.8,1.4,0.7,2.2,0,0,195.57999999999998,201,SG
JustiseWinslow|2022,JustiseWinslow,POR,26,48,5.7,2.3,5.4,42.8,0.3,1.4,22.7,0.8,1.4,59.1,1.0,3.2,4.2,1.8,1.0,0.7,0.5,1.4,2,0,198.12,222,SF
KelanMartin|2022,KelanMartin,BOS,26,30,5.7,2.3,5.7,40.9,0.7,2.5,29.3,0.3,0.4,69.2,0.6,1.3,1.8,0.7,0.5,0.4,0.3,1.2,0,0,195.57999999999998,230,SF
KelanMartin|2021,KelanMartin,IND,25,35,4.5,1.8,3.9,44.9,0.7,1.7,40.0,0.3,0.3,90.0,0.5,1.7,2.2,0.5,0.5,0.3,0.3,1.0,0,0,195.57999999999998,230,SF
KelanMartin|2020,KelanMartin,MIN,24,31,6.4,2.3,5.8,39.2,0.8,3.1,26.0,1.0,1.0,96.8,0.4,2.7,3.1,0.7,0.6,0.2,0.3,1.6,0,0,195.57999999999998,230,SF
NajiMarshall|2022,NajiMarshall,NOP,24,55,5.7,2.0,4.9,40.5,0.4,1.9,20.0,1.3,1.7,79.6,0.7,1.9,2.6,1.1,0.8,0.6,0.1,1.3,1,0,200.66,220,SF
NajiMarshall|2021,NajiMarshall,NOP,23,32,7.7,2.6,6.5,39.2,0.9,2.6,34.9,1.7,2.3,70.7,0.5,4.2,4.6,2.8,1.2,0.8,0.3,1.8,3,0,200.66,220,SF
KeitaBates-Diop|2022,KeitaBates-Diop,SAS,26,59,5.7,2.3,4.5,51.7,0.3,0.9,30.9,0.8,1.0,75.4,1.1,2.9,3.9,0.7,0.8,0.5,0.2,1.0,1,0,203.2,229,SF
KeitaBates-Diop|2021,KeitaBates-Diop,SAS,25,30,2.6,1.0,2.2,44.8,0.2,0.6,29.4,0.5,0.7,66.7,0.3,1.3,1.6,0.4,0.2,0.4,0.2,0.4,0,0,203.2,229,SF
KeitaBates-Diop|2020,KeitaBates-Diop,DEN,24,44,6.5,2.3,5.3,42.7,0.8,2.3,33.0,1.2,1.7,72.0,0.6,2.3,2.9,0.7,0.4,0.4,0.5,1.0,0,0,203.2,229,SF
KeiferSykes|2022,KeiferSykes,IND,28,32,5.6,2.2,5.9,36.3,0.8,2.8,30.0,0.5,0.5,88.2,0.3,1.2,1.4,1.9,1.0,0.4,0.1,1.6,0,0,180.34,167,PG
SabenLee|2022,SabenLee,DET,23,37,5.6,1.9,4.8,39.0,0.4,1.6,23.3,1.5,1.9,78.9,0.5,1.9,2.4,2.9,1.0,1.0,0.3,1.2,1,0,187.96,183,PG
SabenLee|2021,SabenLee,DET,22,48,5.6,2.1,4.4,47.1,0.2,0.5,34.8,1.3,1.9,68.5,0.4,1.6,2.0,3.6,1.1,0.7,0.3,1.6,0,0,187.96,183,PG
DerrickJonesJr.|2022,DerrickJonesJr.,CHI,25,51,5.6,2.1,3.8,53.8,0.4,1.2,32.8,1.1,1.4,80.0,1.2,2.1,3.3,0.6,0.6,0.5,0.6,2.1,0,0,198.12,210,PF
DerrickJonesJr.|2021,DerrickJonesJr.,POR,24,58,6.8,2.5,5.2,48.4,0.7,2.3,31.6,1.0,1.6,64.8,1.3,2.2,3.5,0.8,0.6,0.6,0.9,2.2,0,0,198.12,210,PF
DerrickJonesJr.|2020,DerrickJonesJr.,MIA,23,59,8.5,3.1,5.9,52.7,0.6,2.2,28.0,1.6,2.1,77.2,1.1,2.8,3.9,1.1,0.5,1.0,0.6,2.2,0,0,198.12,210,PF
DennisSmithJr.|2022,DennisSmithJr.,POR,24,37,5.6,2.1,5.1,41.8,0.2,0.7,22.2,1.1,1.7,65.6,0.5,1.8,2.4,3.6,1.4,1.2,0.3,1.4,0,0,187.96,205,PG
DennisSmithJr.|2020,DennisSmithJr.,NYK,22,34,5.5,2.1,6.2,34.1,0.5,1.6,29.6,0.8,1.6,50.9,0.6,1.7,2.3,2.9,1.7,0.8,0.2,1.9,0,0,187.96,205,PG
DavisBertans|2022,DavisBertans,DAL,29,56,5.6,1.8,4.9,36.0,1.4,4.1,33.5,0.6,0.7,90.0,0.2,1.9,2.1,0.6,0.3,0.3,0.2,1.5,0,0,208.28,225,PF
DavisBertans|2021,DavisBertans,WAS,28,57,11.5,3.4,8.4,40.4,3.0,7.5,39.5,1.8,2.0,87.0,0.3,2.6,2.9,0.9,0.6,0.6,0.2,2.4,0,0,208.28,225,PF
DavisBertans|2020,DavisBertans,WAS,27,54,15.4,4.9,11.3,43.4,3.7,8.7,42.4,1.9,2.3,85.2,0.6,3.9,4.5,1.7,1.1,0.7,0.6,2.6,1,0,208.28,225,PF
JamesJohnson|2022,JamesJohnson,BKN,35,62,5.5,2.3,5.0,46.9,0.4,1.4,27.1,0.5,0.9,52.7,0.8,2.6,3.5,2.1,0.8,0.5,0.5,2.6,1,0,200.66,240,PF
JamesJohnson|2021,JamesJohnson,NOP,34,51,7.2,2.9,6.4,44.6,0.6,2.4,25.8,0.9,1.5,59.2,0.6,2.8,3.5,1.9,1.1,0.8,0.8,2.4,0,0,200.66,240,PF
JamesJohnson|2020,JamesJohnson,MIN,33,32,8.4,3.2,6.7,47.9,1.0,2.8,36.3,1.0,1.5,64.6,0.8,2.9,3.7,2.3,1.5,0.8,1.0,2.5,0,0,200.66,240,PF
TreyMurphyIII|2022,TreyMurphyIII,NOP,22,62,5.4,1.8,4.5,39.4,1.1,3.0,38.2,0.7,0.8,88.2,0.8,1.6,2.4,0.6,0.3,0.4,0.1,1.0,0,0,203.2,206,SF
RodneyMcGruder|2022,RodneyMcGruder,DET,30,51,5.4,1.9,4.4,43.6,1.1,2.9,39.7,0.4,0.5,73.1,0.6,1.6,2.2,0.9,0.5,0.4,0.1,1.1,0,0,193.04,205,SG
RodneyMcGruder|2020,RodneyMcGruder,LAC,28,56,3.3,1.3,3.2,39.8,0.4,1.6,27.0,0.3,0.6,55.9,0.5,2.2,2.7,0.6,0.4,0.5,0.1,1.3,0,0,193.04,205,SG
D.J.Augustin|2022,D.J.Augustin,LAL,34,55,5.3,1.7,4.0,42.3,1.2,3.0,41.5,0.7,0.8,88.4,0.2,1.0,1.2,1.9,1.0,0.3,0.0,0.7,0,0,180.34,183,PG
D.J.Augustin|2021,D.J.Augustin,HOU,33,57,7.7,2.4,6.0,39.4,1.5,3.8,38.2,1.5,1.6,90.4,0.4,1.3,1.6,3.3,1.1,0.5,0.0,1.0,0,0,180.34,183,PG
D.J.Augustin|2020,D.J.Augustin,ORL,32,57,10.5,3.2,8.1,39.9,1.2,3.5,34.8,2.8,3.2,89.0,0.4,1.8,2.1,4.6,1.5,0.6,0.0,1.3,0,0,180.34,183,PG
OmerYurtseven|2022,OmerYurtseven,MIA,24,56,5.3,2.3,4.4,52.6,0.0,0.2,9.1,0.7,1.1,62.3,1.5,3.7,5.3,0.9,0.7,0.3,0.4,1.5,8,0,210.82,275,C
ArmoniBrooks|2022,ArmoniBrooks,TOR,24,54,5.3,1.8,5.4,33.9,1.4,4.6,29.7,0.3,0.4,85.7,0.4,1.5,1.9,1.1,0.5,0.5,0.2,1.4,0,0,190.5,195,SG
DerrickFavors|2022,DerrickFavors,OKC,30,39,5.3,2.4,4.7,51.6,0.1,0.4,12.5,0.4,0.6,64.0,1.5,3.2,4.7,0.6,0.2,0.4,0.3,1.6,1,0,205.74,265,C
DerrickFavors|2021,DerrickFavors,UTA,29,68,5.4,2.3,3.6,63.8,0.0,0.0,0.0,0.9,1.2,73.8,2.0,3.5,5.5,0.6,0.5,0.5,1.0,2.1,1,0,205.74,265,C
DerrickFavors|2020,DerrickFavors,NOP,28,51,9.0,4.1,6.6,61.7,0.0,0.1,14.3,0.8,1.4,56.3,3.2,6.6,9.8,1.6,1.1,0.6,0.9,2.1,18,0,205.74,265,C
DeanWade|2022,DeanWade,CLE,25,51,5.3,1.9,4.3,45.6,1.0,2.8,35.9,0.4,0.6,66.7,0.6,2.3,2.9,1.0,0.3,0.6,0.1,1.7,1,0,205.74,228,PF
DeanWade|2021,DeanWade,CLE,24,63,6.0,2.1,4.9,43.1,1.2,3.4,36.6,0.5,0.6,76.9,0.6,2.8,3.4,1.2,0.5,0.6,0.3,1.2,1,0,205.74,228,PF
GarrettTemple|2022,GarrettTemple,NOP,36,59,5.2,1.9,5.0,37.6,1.0,3.1,31.9,0.5,0.7,68.3,0.5,1.9,2.4,1.3,0.7,0.7,0.4,1.4,0,0,195.57999999999998,195,SG
GarrettTemple|2021,GarrettTemple,CHI,35,56,7.6,2.8,6.8,41.5,1.2,3.6,33.5,0.7,0.9,80.0,0.5,2.3,2.9,2.2,1.0,0.8,0.5,2.3,0,0,195.57999999999998,195,SG
GarrettTemple|2020,GarrettTemple,BKN,34,62,10.3,3.6,9.5,37.8,2.0,6.2,32.9,1.1,1.4,80.5,0.5,3.0,3.5,2.5,1.0,0.8,0.5,1.7,2,0,195.57999999999998,195,SG
FacundoCampazzo|2022,FacundoCampazzo,DEN,31,65,5.1,1.6,4.6,36.1,0.9,3.0,30.1,0.9,1.2,76.9,0.4,1.4,1.8,3.4,1.0,1.0,0.4,1.9,2,0,177.8,195,PG
FacundoCampazzo|2021,FacundoCampazzo,DEN,30,65,6.1,1.8,4.8,38.1,1.2,3.3,35.2,1.2,1.4,87.9,0.3,1.7,2.1,3.6,1.1,1.2,0.2,2.0,1,0,177.8,195,PG
TreyBurke|2022,TreyBurke,DAL,29,42,5.1,2.0,5.1,39.1,0.6,2.0,31.7,0.5,0.5,87.0,0.1,0.7,0.8,1.4,0.6,0.3,0.0,0.9,0,0,182.88,185,PG
TreyBurke|2021,TreyBurke,DAL,28,62,6.6,2.4,5.7,42.8,0.9,2.6,35.4,0.8,0.9,89.5,0.2,0.7,0.9,1.3,0.5,0.6,0.1,1.0,0,0,182.88,185,PG
TreyBurke|2020,TreyBurke,DAL,27,33,7.4,2.8,6.3,45.0,1.0,2.3,42.7,0.7,0.9,79.3,0.5,1.0,1.5,2.5,0.6,0.5,0.1,1.0,0,0,182.88,185,PG
WesleyMatthews|2022,WesleyMatthews,MIL,35,49,5.1,1.8,4.5,39.5,1.1,3.2,33.8,0.4,0.6,78.6,0.6,1.3,1.9,0.7,0.4,0.5,0.2,1.8,0,0,193.04,220,SG
WesleyMatthews|2021,WesleyMatthews,LAL,34,58,4.8,1.5,4.3,35.3,1.1,3.4,33.5,0.6,0.7,85.4,0.3,1.3,1.6,0.9,0.4,0.7,0.3,1.4,0,0,193.04,220,SG
WesleyMatthews|2020,WesleyMatthews,MIL,33,67,7.4,2.5,6.3,39.6,1.6,4.4,36.4,0.8,1.0,76.5,0.3,2.1,2.5,1.4,0.6,0.6,0.1,1.5,0,0,193.04,220,SG
DeAndre'Bembry|2022,DeAndre'Bembry,MIL,27,56,5.1,2.2,3.9,56.1,0.3,0.6,41.7,0.4,0.6,60.0,0.8,2.2,2.9,1.2,0.6,0.9,0.4,2.0,0,0,195.57999999999998,210,SF
DeAndre'Bembry|2021,DeAndre'Bembry,TOR,26,51,5.7,2.3,4.5,51.3,0.3,1.0,26.4,0.9,1.3,68.2,0.6,2.2,2.9,2.1,1.4,1.0,0.4,1.7,0,0,195.57999999999998,210,SF
DeAndre'Bembry|2020,DeAndre'Bembry,ATL,25,43,5.8,2.4,5.3,45.6,0.3,1.5,23.1,0.6,1.1,54.2,0.8,2.7,3.5,1.9,1.4,1.3,0.4,2.0,2,0,195.57999999999998,210,SF
DavidNwaba|2022,DavidNwaba,HOU,29,46,5.1,1.8,3.8,48.3,0.3,1.1,30.6,1.0,1.5,71.6,0.9,2.4,3.3,0.8,0.5,0.6,0.4,1.2,0,0,195.57999999999998,219,SF
DavidNwaba|2021,DavidNwaba,HOU,28,30,9.2,3.5,7.3,48.6,0.6,2.1,27.0,1.6,2.3,69.1,1.3,2.6,3.9,1.0,0.6,1.0,0.7,2.0,1,0,195.57999999999998,219,SF
IgnasBrazdeikis|2022,IgnasBrazdeikis,ORL,23,42,5.0,1.9,4.5,43.1,0.6,2.1,31.0,0.5,0.8,65.6,0.5,1.2,1.7,0.9,0.4,0.2,0.1,1.1,0,0,198.12,221,SF
JockLandale|2022,JockLandale,SAS,26,54,4.9,1.9,3.8,49.5,0.5,1.6,32.6,0.6,0.8,82.9,1.2,1.4,2.6,0.8,0.6,0.2,0.3,1.0,1,0,210.82,255,C
JohnKonchar|2022,JohnKonchar,MEM,26,72,4.8,1.9,3.6,51.5,0.7,1.8,41.3,0.4,0.7,55.1,1.2,3.4,4.6,1.5,0.4,0.6,0.3,1.3,3,1,195.57999999999998,210,SG
JohnKonchar|2021,JohnKonchar,MEM,25,43,4.3,1.6,3.2,50.0,0.5,1.3,37.5,0.6,0.7,83.3,0.8,2.2,3.0,1.1,0.4,0.7,0.2,0.9,0,0,195.57999999999998,210,SG
RajonRondo|2022,RajonRondo,CLE,36,39,4.8,1.7,4.5,38.6,0.8,2.3,35.2,0.5,0.7,73.1,0.4,2.4,2.8,4.4,1.7,0.8,0.2,1.4,1,0,185.42,180,PG
RajonRondo|2021,RajonRondo,LAC,35,45,5.4,2.1,4.8,44.2,0.8,2.0,40.4,0.4,0.4,94.1,0.4,2.0,2.4,4.4,1.8,0.8,0.1,1.2,0,0,185.42,180,PG
RajonRondo|2020,RajonRondo,LAL,34,48,7.1,2.9,6.8,41.8,0.9,2.6,32.8,0.6,0.9,65.9,0.5,2.5,3.0,5.0,1.9,0.8,0.0,1.2,2,0,185.42,180,PG
JoshGreen|2022,JoshGreen,DAL,21,67,4.8,1.9,3.8,50.8,0.4,1.2,35.9,0.5,0.7,68.9,0.8,1.6,2.4,1.2,0.7,0.7,0.2,1.7,1,0,195.57999999999998,200,SG
JoshGreen|2021,JoshGreen,DAL,20,39,2.6,1.1,2.4,45.2,0.1,0.6,16.0,0.3,0.6,56.5,0.7,1.3,2.0,0.7,0.4,0.4,0.1,0.9,0,0,195.57999999999998,200,SG
XavierTillman|2022,XavierTillman,MEM,23,53,4.8,1.8,4.1,45.4,0.2,0.9,20.4,0.9,1.3,64.8,1.2,1.8,3.0,1.2,0.6,0.9,0.3,1.2,0,0,203.2,245,PF
XavierTillman|2021,XavierTillman,MEM,22,59,6.6,2.8,5.1,55.9,0.4,1.1,33.8,0.6,0.9,64.2,1.3,3.1,4.3,1.3,0.8,0.7,0.6,2.0,2,0,203.2,245,PF
BrandonGoodwin|2022,BrandonGoodwin,CLE,26,36,4.8,1.8,4.3,41.6,0.5,1.5,34.5,0.7,1.1,63.2,0.4,1.5,1.9,2.5,1.0,0.7,0.0,1.1,1,0,182.88,180,PG
BrandonGoodwin|2021,BrandonGoodwin,ATL,25,47,4.9,1.8,4.7,37.7,0.7,2.2,31.1,0.6,0.9,65.1,0.2,1.3,1.5,2.0,0.8,0.4,0.0,0.9,0,0,182.88,180,PG
BrandonGoodwin|2020,BrandonGoodwin,ATL,24,34,6.1,2.2,5.6,40.0,0.8,2.6,29.9,0.8,0.9,93.3,0.3,1.8,2.1,1.5,0.9,0.4,0.1,1.3,0,0,182.88,180,PG
GregBrownIII|2022,GregBrownIII,POR,20,48,4.7,1.7,4.0,42.6,0.4,1.3,31.1,0.9,1.4,67.7,0.8,2.0,2.8,0.7,0.8,0.5,0.5,1.9,0,0,200.66,206,SF
MauriceHarkless|2022,MauriceHarkless,SAC,29,47,4.6,1.8,3.9,45.9,0.7,2.1,30.7,0.4,0.6,71.4,0.3,2.1,2.4,0.5,0.7,0.6,0.5,1.6,1,0,200.66,220,SF
MauriceHarkless|2021,MauriceHarkless,SAC,28,37,5.2,1.9,4.5,41.8,0.6,2.3,27.4,0.9,1.2,76.7,0.4,2.1,2.4,1.2,0.6,0.8,0.5,2.3,0,0,200.66,220,SF
MauriceHarkless|2020,MauriceHarkless,NYK,27,62,5.8,2.3,4.6,50.2,0.5,1.6,34.7,0.6,1.1,59.1,0.9,3.0,3.9,1.1,0.9,0.9,0.5,2.4,0,0,200.66,220,SF
JamesBouknight|2022,JamesBouknight,CHA,21,31,4.6,1.6,4.5,34.8,0.5,1.6,34.7,0.9,1.0,87.1,0.7,1.0,1.7,0.8,0.5,0.2,0.0,0.9,0,0,193.04,190,SG
SviMykhailiuk|2022,SviMykhailiuk,TOR,25,56,4.6,1.6,4.2,38.9,0.7,2.4,30.6,0.6,0.7,86.5,0.4,1.3,1.6,0.8,0.6,0.5,0.1,1.0,0,0,200.66,205,SF
SviMykhailiuk|2021,SviMykhailiuk,OKC,24,66,8.5,3.2,7.7,41.1,1.6,4.8,33.4,0.6,0.8,76.0,0.4,2.1,2.5,1.7,1.3,0.8,0.2,1.0,0,0,200.66,205,SF
SviMykhailiuk|2020,SviMykhailiuk,DET,23,56,9.0,3.0,7.2,41.0,2.1,5.1,40.4,1.0,1.3,81.4,0.3,1.6,1.9,1.9,1.1,0.7,0.1,1.6,0,0,200.66,205,SF
RomeoLangford|2022,RomeoLangford,SAS,22,48,4.5,1.7,4.0,43.5,0.6,1.8,34.1,0.5,0.9,54.8,0.6,1.6,2.3,0.4,0.3,0.5,0.3,1.0,0,0,195.57999999999998,216,SG
RomeoLangford|2020,RomeoLangford,BOS,20,32,2.5,0.9,2.5,35.0,0.2,0.8,18.5,0.6,0.8,72.0,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,0,0,195.57999999999998,216,SG
MarqueseChriss|2022,MarqueseChriss,DAL,24,34,4.5,1.8,3.9,46.3,0.2,0.7,32.0,0.6,1.0,66.7,1.0,2.1,3.0,0.5,0.5,0.4,0.4,1.9,0,0,205.74,240,PF
MarqueseChriss|2020,MarqueseChriss,GSW,22,59,9.3,3.6,6.5,54.5,0.1,0.7,20.5,2.0,2.6,76.9,1.9,4.3,6.2,1.9,1.3,0.7,1.1,2.1,9,0,205.74,240,PF
KhemBirch|2022,KhemBirch,TOR,29,55,4.5,1.8,3.6,48.5,0.0,0.3,0.0,1.0,1.3,74.6,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,0,0,205.74,233,C
KhemBirch|2021,KhemBirch,TOR,28,67,7.2,2.8,5.7,49.7,0.2,0.8,25.0,1.4,1.9,70.5,2.6,3.2,5.8,1.3,0.7,0.7,0.7,1.7,6,0,205.74,233,C
KhemBirch|2020,KhemBirch,ORL,27,48,4.4,1.5,3.0,51.0,0.0,0.0,0.0,1.4,2.1,65.3,1.9,2.7,4.6,1.0,0.6,0.4,0.5,1.9,0,0,205.74,233,C
DelonWright|2022,DelonWright,ATL,30,77,4.4,1.6,3.5,45.4,0.6,1.5,37.9,0.7,0.8,85.7,0.6,2.2,2.9,2.4,0.6,1.2,0.2,0.7,0,0,195.57999999999998,185,SG
DelonWright|2021,DelonWright,SAC,29,63,10.2,3.8,8.2,46.3,1.0,2.7,37.2,1.6,2.0,80.2,1.0,3.2,4.3,4.4,1.3,1.6,0.5,1.2,3,0,195.57999999999998,185,SG
DelonWright|2020,DelonWright,DAL,28,73,6.9,2.6,5.6,46.2,0.6,1.7,37.0,1.1,1.4,77.0,1.0,2.9,3.8,3.3,1.0,1.2,0.3,1.3,1,0,195.57999999999998,185,SG
TajGibson|2022,TajGibson,NYK,37,52,4.4,1.7,3.2,51.8,0.3,0.7,39.5,0.8,1.0,80.8,1.7,2.7,4.4,0.6,0.5,0.4,0.8,2.6,0,0,205.74,232,C
TajGibson|2021,TajGibson,NYK,36,45,5.4,2.2,3.5,62.7,0.1,0.3,20.0,0.9,1.2,72.7,2.2,3.4,5.6,0.8,0.5,0.7,1.1,2.2,0,0,205.74,232,C
TajGibson|2020,TajGibson,NYK,35,62,6.1,2.7,4.6,58.4,0.1,0.2,28.6,0.7,0.9,73.2,1.8,2.5,4.3,0.8,0.8,0.4,0.5,2.0,0,0,205.74,232,C
MosesMoody|2022,MosesMoody,GSW,20,52,4.4,1.5,3.5,43.7,0.8,2.1,36.4,0.5,0.7,77.8,0.3,1.2,1.5,0.4,0.3,0.1,0.2,0.8,0,0,195.57999999999998,211,SG
TimotheLuwawu-Cabarrot|2022,TimotheLuwawu-Cabarrot,ATL,27,52,4.4,1.4,3.6,39.8,0.8,2.3,36.1,0.7,0.8,85.4,0.3,1.3,1.6,0.8,0.4,0.3,0.1,1.5,0,0,200.66,215,SF
TimotheLuwawu-Cabarrot|2021,TimotheLuwawu-Cabarrot,BKN,26,58,6.4,2.2,6.1,36.5,1.3,4.1,31.4,0.6,0.7,81.4,0.5,1.7,2.2,1.2,0.7,0.6,0.1,1.7,0,0,200.66,215,SF
TimotheLuwawu-Cabarrot|2020,TimotheLuwawu-Cabarrot,BKN,25,47,7.8,2.5,5.7,43.5,1.3,3.4,38.8,1.5,1.7,85.2,0.6,2.1,2.7,0.6,0.8,0.4,0.1,2.3,0,0,200.66,215,SF
DavonReed|2022,DavonReed,DEN,27,48,4.4,1.7,3.4,50.3,0.8,1.8,43.0,0.2,0.3,66.7,0.3,2.0,2.3,1.1,0.3,0.5,0.2,1.3,0,0,195.57999999999998,206,SG
MalachiFlynn|2022,MalachiFlynn,TOR,24,44,4.3,1.6,4.2,39.3,0.7,2.0,33.3,0.3,0.5,62.5,0.2,1.2,1.4,1.6,0.3,0.5,0.1,1.0,0,0,185.42,175,PG
MalachiFlynn|2021,MalachiFlynn,TOR,23,47,7.5,2.7,7.2,37.4,1.1,3.6,32.1,1.0,1.2,80.4,0.2,2.3,2.5,2.9,0.9,0.8,0.1,1.4,1,0,185.42,175,PG
DeAndreJordan|2022,DeAndreJordan,PHI,33,48,4.3,1.9,3.0,64.3,0.0,0.0,0.0,0.5,0.8,55.0,1.7,3.8,5.5,0.4,0.8,0.3,0.7,1.5,0,0,210.82,265,C
DeAndreJordan|2021,DeAndreJordan,BKN,32,57,7.5,3.3,4.4,76.3,0.0,0.0,0.0,0.8,1.6,50.0,2.1,5.4,7.5,1.6,1.5,0.3,1.1,2.0,6,0,210.82,265,C
DeAndreJordan|2020,DeAndreJordan,BKN,31,56,8.3,3.4,5.1,66.6,0.0,0.0,0.0,1.5,2.2,68.0,2.5,7.5,10.0,1.9,1.3,0.3,0.9,2.0,13,0,210.82,265,C
YutaWatanabe|2022,YutaWatanabe,TOR,27,38,4.3,1.5,3.6,40.6,0.7,2.1,34.2,0.6,1.1,60.0,0.5,1.9,2.4,0.6,0.5,0.3,0.4,1.0,2,0,205.74,215,SF
YutaWatanabe|2021,YutaWatanabe,TOR,26,50,4.4,1.6,3.6,43.9,0.7,1.8,40.0,0.5,0.6,82.8,0.7,2.5,3.2,0.8,0.4,0.5,0.4,1.1,0,0,205.74,215,SF
TroyBrownJr.|2022,TroyBrownJr.,CHI,22,66,4.3,1.6,3.9,41.9,0.7,2.0,35.3,0.3,0.4,76.9,0.6,2.5,3.1,1.0,0.4,0.5,0.1,0.9,1,0,198.12,215,SF
TroyBrownJr.|2021,TroyBrownJr.,CHI,21,34,4.7,1.8,4.2,43.1,0.6,2.1,31.4,0.4,0.6,71.4,0.6,2.5,3.1,0.9,0.6,0.3,0.2,1.4,0,0,198.12,215,SF
TroyBrownJr.|2020,TroyBrownJr.,WAS,20,69,10.4,4.0,9.0,43.9,0.9,2.6,34.1,1.6,2.0,78.4,1.1,4.4,5.6,2.6,1.1,1.2,0.1,1.9,6,0,198.12,215,SF
