,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON
362,Max Strus,CHI,24,2,0,2,41.6,33.3,13.3,20.0,66.7,0.0,6.7,0.0,6.7,6.7,100,6.7,0.0,6.7,0.0,0.0,0.0,0.0,6.7,41.3,0,0,100.0,2020
363,Maxi Kleber,DAL,28,74,42,32,47.5,16.9,6.0,12.9,46.1,3.0,8.0,37.3,2.0,2.3,84.9,2.8,6.9,9.7,2.2,1.5,0.6,2.1,4.4,38.6,2,0,2.6,2020
364,Melvin Frazier Jr.,ORL,23,19,6,13,45.8,14.5,5.5,12.4,44.1,2.9,5.8,50.0,0.7,1.5,50.0,0.7,2.9,3.6,1.1,1.8,3.3,0.7,4.0,30.7,0,0,-14.2,2020
365,Meyers Leonard,MIA,28,51,34,17,49.1,14.7,5.7,11.1,50.9,2.5,6.1,41.4,0.9,1.3,64.3,1.4,10.9,12.3,2.6,1.9,0.7,0.7,5.1,35.7,2,0,3.7,2020
366,Mfiondu Kabengele,LAC,22,12,9,3,47.7,31.1,10.4,23.7,43.8,6.7,14.8,45.0,3.7,3.7,100,0.7,7.4,8.1,1.5,1.5,1.5,1.5,6.7,50.5,0,0,-0.7,2020
367,Michael Carter-Williams,ORL,28,45,21,24,47.8,18.5,6.4,14.9,42.7,1.3,4.3,29.3,4.5,5.5,83.2,2.6,5.8,8.4,6.3,3.0,2.8,1.3,5.0,47.3,0,0,1.3,2020
368,Michael Frazier II,HOU,26,13,7,6,44.1,8.2,2.1,8.8,24.1,1.2,7.0,17.4,2.7,4.3,64.3,0.3,2.7,3.0,0.6,1.5,0.6,0.0,6.7,13.1,0,0,-17.7,2020
369,Michael Kidd-Gilchrist,DAL,26,25,12,13,49.4,10.6,3.9,11.6,33.3,0.9,3.5,25.0,1.9,2.5,78.6,2.5,9.3,11.8,2.5,2.8,0.4,1.1,6.5,29.8,0,0,1.9,2020
370,Michael Porter Jr.,DEN,22,55,36,19,47.3,26.8,10.2,20.1,50.9,3.2,7.7,42.2,3.1,3.8,83.3,3.5,10.1,13.6,2.4,2.6,1.4,1.3,5.2,52.3,9,0,1.1,2020
371,Mikal Bridges,PHX,23,73,34,39,46.6,15.2,5.6,11.0,51.0,1.6,4.4,36.1,2.4,2.8,84.4,1.5,5.2,6.7,2.9,1.7,2.3,1.0,3.7,36.1,1,0,2.7,2020
372,Mike Conley,UTA,32,47,26,21,47.6,23.6,8.1,19.8,40.9,3.4,8.9,37.5,4.0,4.9,82.7,1.2,4.1,5.3,7.3,3.2,1.3,0.2,3.6,41.9,0,0,2.5,2020
373,Mike Muscala,OKC,28,47,26,21,45.8,18.1,6.2,15.1,40.7,4.3,11.5,37.8,1.4,1.8,81.8,1.3,7.4,8.7,3.2,1.4,0.7,1.0,4.6,37.0,0,0,-1.4,2020
374,Mike Scott,PHI,31,68,39,29,47.2,15.9,5.8,13.7,42.6,3.1,8.5,36.9,1.2,1.4,81.1,2.5,7.2,9.7,2.2,1.0,0.9,0.2,3.8,33.0,0,0,5.5,2020
375,Miles Bridges,CHA,22,65,23,42,49.4,20.9,7.9,18.7,42.4,2.5,7.4,33.0,2.6,3.2,80.9,2.2,6.8,9.0,2.8,2.4,1.0,1.2,3.3,40.1,4,0,-9.8,2020
376,Mitchell Robinson,NYK,22,61,20,41,47.8,20.0,8.6,11.5,74.2,0.0,0.0,0.0,2.8,5.0,56.8,6.3,8.2,14.5,1.2,1.3,1.8,4.0,6.6,55.3,8,0,-3.6,2020
377,Miye Oni,UTA,22,10,5,5,47.6,15.3,5.2,14.0,37.5,3.1,8.3,36.8,1.7,2.2,80.0,2.2,5.2,7.4,1.7,1.7,1.7,0.9,3.9,32.9,0,0,-7.0,2020
378,Mo Bamba,ORL,22,62,30,32,47.9,18.1,7.2,15.6,46.2,2.0,5.8,34.6,1.7,2.5,67.4,5.5,11.0,16.5,2.3,2.3,1.3,4.7,6.3,56.9,2,0,1.1,2020
379,Monte Morris,DEN,25,73,46,27,47.8,19.3,7.6,16.5,45.9,1.9,5.0,37.8,2.2,2.6,84.3,0.7,3.3,4.0,7.5,1.5,1.6,0.5,2.1,40.0,0,0,1.6,2020
380,Montrezl Harrell,LAC,26,63,44,19,45.8,30.7,12.3,21.3,58.0,0.0,0.5,0.0,6.1,9.2,65.8,4.3,7.4,11.7,2.8,2.8,1.0,1.9,3.8,54.8,12,0,6.6,2020
381,Moritz Wagner,WAS,23,45,15,30,44.8,21.1,7.8,14.3,54.5,1.3,4.3,31.3,4.2,5.1,82.1,3.0,8.7,11.7,3.0,3.5,1.5,1.0,8.2,43.7,2,0,-4.8,2020
382,Moses Brown,POR,20,9,4,5,43.2,14.5,5.3,13.2,40.0,0.0,0.0,0.0,3.9,10.5,37.5,3.9,14.5,18.4,1.3,3.9,1.3,1.3,9.2,42.5,0,0,-43.4,2020
383,Mychal Mulder,GSW,26,7,3,4,48.5,18.3,6.2,16.0,38.8,3.8,12.4,30.8,2.1,2.9,75.0,0.7,4.8,5.5,1.9,1.2,0.5,0.2,4.8,28.7,0,0,5.5,2020
384,Myles Turner,IND,24,62,37,25,48.9,20.0,7.2,15.7,45.7,2.3,6.7,34.4,3.4,4.5,75.1,2.3,8.6,10.9,1.9,2.3,1.2,3.5,4.4,48.0,9,0,-0.2,2020
385,Nassir Little,POR,20,48,22,26,46.3,13.9,5.3,12.2,43.0,1.1,4.8,23.7,2.3,3.6,63.6,2.5,6.2,8.7,1.8,1.2,1.1,1.1,5.8,32.4,1,0,-4.4,2020
386,Naz Mitrou-Long,IND,26,5,3,2,47.3,14.1,6.1,17.2,35.3,2.0,12.1,16.7,0.0,0.0,0.0,0.0,7.1,7.1,8.1,3.0,1.0,1.0,2.0,37.8,0,0,20.2,2020
387,Naz Reid,MIN,20,30,8,22,45.5,24.7,9.2,22.3,41.2,2.9,8.9,33.0,3.4,4.9,69.8,3.1,8.3,11.4,3.2,2.0,1.7,2.0,7.6,52.5,2,0,0.6,2020
388,Nemanja Bjelica,SAC,32,72,31,41,48.0,19.8,7.5,15.6,48.1,3.2,7.6,41.9,1.6,2.0,82.1,2.7,8.3,10.9,4.8,2.4,1.5,1.0,5.2,45.2,10,0,0.1,2020
389,Nerlens Noel,OKC,26,61,38,23,48.1,19.2,7.8,11.5,68.4,0.0,0.1,33.3,3.4,4.5,75.5,3.9,8.9,12.8,2.4,2.8,2.5,3.9,7.1,54.5,3,0,1.2,2020
390,Nic Claxton,BKN,21,15,5,10,45.8,16.2,6.6,11.8,56.3,0.2,1.7,14.3,2.7,5.1,52.4,4.7,6.1,10.8,3.9,2.2,0.2,2.0,3.4,39.4,0,0,-16.4,2020
391,Nickeil Alexander-Walker,NOP,21,47,19,28,46.0,20.8,7.6,20.7,36.8,3.6,10.4,34.6,1.9,2.9,67.6,0.7,5.8,6.5,6.9,4.2,1.3,0.6,4.4,40.7,0,0,-4.4,2020
392,Nicolas Batum,CHA,31,22,6,16,49.5,7.7,2.7,7.9,34.6,1.4,4.8,28.6,0.9,1.0,90.0,2.4,7.3,9.8,6.5,2.2,1.7,0.8,4.0,34.4,0,0,-4.7,2020
393,Nicolo Melli,NOP,29,60,26,34,46.1,17.5,6.0,14.3,42.1,3.1,9.1,33.5,2.4,3.2,74.0,1.7,6.3,8.0,3.6,2.0,1.5,1.0,5.5,38.0,0,0,-3.9,2020
394,Nigel Williams-Goss,UTA,25,10,6,4,46.1,13.0,4.6,14.8,31.3,1.9,6.5,28.6,1.9,1.9,100,1.9,3.7,5.6,5.6,2.8,2.8,0.9,5.6,36.3,0,0,2.8,2020
395,Nikola Jokic,DEN,25,73,46,27,49.3,30.8,11.9,22.6,52.8,1.7,5.4,31.4,5.2,6.4,81.7,3.5,11.5,15.0,10.8,4.8,1.8,0.9,4.7,68.4,43,13,5.4,2020
396,Nikola Vucevic,ORL,29,62,28,34,48.0,29.2,11.8,24.8,47.7,2.4,6.9,33.9,3.1,4.0,78.4,3.4,12.8,16.2,5.3,2.1,1.3,1.1,3.2,61.8,41,0,1.2,2020
397,Noah Vonleh,DEN,24,36,13,23,45.5,15.9,6.3,11.1,56.5,0.4,1.8,20.0,3.0,3.9,78.1,4.5,10.5,14.9,3.4,2.5,1.3,0.7,4.8,42.5,0,0,-6.5,2020
398,Norman Powell,TOR,27,52,40,12,46.4,26.0,9.3,18.8,49.5,3.4,8.6,39.9,4.0,4.8,84.3,0.8,5.1,6.0,2.9,2.4,1.9,0.7,3.4,42.7,0,0,4.6,2020
399,Norvel Pelle,PHI,27,24,12,12,47.6,11.7,5.1,9.9,52.1,0.0,0.2,0.0,1.4,2.9,50.0,4.1,10.7,14.8,1.6,3.7,0.6,6.4,11.3,49.2,0,0,-15.2,2020
400,OG Anunoby,TOR,22,69,50,19,47.1,16.7,6.5,12.9,50.5,2.0,5.2,39.0,1.6,2.3,70.6,1.8,6.5,8.3,2.5,1.8,2.2,1.0,3.8,38.2,5,0,6.2,2020
401,Omari Spellman,MIN,22,49,11,38,46.7,19.5,6.7,15.5,43.1,2.3,5.8,39.1,3.8,4.8,79.3,4.1,7.5,11.5,2.5,2.8,1.7,1.3,3.3,43.2,1,0,-7.6,2020
402,Oshae Brissett,TOR,22,19,15,4,47.6,13.0,4.6,12.7,36.1,1.1,5.3,20.0,2.8,3.5,80.0,3.2,6.0,9.2,2.5,2.5,1.4,0.4,6.3,30.5,0,0,12.0,2020
403,Otto Porter Jr.,CHI,27,14,5,9,46.9,23.7,8.8,19.9,44.3,3.4,8.8,38.7,2.7,3.8,70.4,1.8,5.0,6.8,3.5,1.6,2.1,0.9,4.4,44.6,0,0,3.7,2020
404,P.J. Dozier,DEN,23,29,18,11,47.4,19.3,7.5,18.1,41.4,2.0,5.6,34.7,2.4,3.3,72.4,1.2,5.2,6.3,7.2,3.1,1.6,0.7,5.2,41.6,0,0,-7.6,2020
405,P.J. Tucker,HOU,35,72,44,28,46.4,9.4,3.3,8.0,41.5,2.0,5.6,35.8,0.7,0.9,81.3,2.1,6.8,9.0,2.2,1.4,1.4,0.7,4.3,28.4,6,0,2.9,2020
406,P.J. Washington,CHA,21,58,22,36,49.4,19.9,7.5,16.5,45.5,2.4,6.5,37.4,2.5,3.8,64.7,1.6,7.2,8.9,3.5,2.6,1.4,1.2,4.4,41.1,4,0,-6.2,2020
407,Pascal Siakam,TOR,26,60,46,14,47.1,30.6,11.2,24.6,45.3,2.9,8.1,35.9,5.4,6.8,79.2,1.4,8.4,9.8,4.6,3.3,1.4,1.2,3.8,53.6,12,0,8.9,2020
408,Pat Connaughton,MIL,27,67,53,14,44.9,13.0,4.9,10.9,45.5,2.0,6.0,33.1,1.1,1.4,77.5,2.2,8.1,10.3,3.9,1.9,0.9,1.1,2.5,35.3,0,0,2.9,2020
409,Patrick Beverley,LAC,31,51,38,13,47.3,14.3,5.2,12.0,43.1,2.8,7.3,38.8,1.1,1.7,66.0,2.0,7.4,9.4,6.4,2.3,1.9,0.9,5.5,41.2,4,0,10.0,2020
410,Patrick McCaw,TOR,24,37,27,10,47.2,8.8,3.5,8.4,41.4,1.2,3.7,32.4,0.7,0.9,72.2,1.0,3.5,4.5,4.1,1.5,2.0,0.2,3.1,25.6,1,0,0.1,2020
411,Patrick Patterson,LAC,31,59,39,20,45.8,17.2,5.6,13.8,40.8,4.0,10.2,39.0,2.1,2.5,81.4,2.1,6.8,8.9,2.4,1.2,0.4,0.2,3.2,32.1,1,0,2.8,2020
412,Patty Mills,SAS,31,66,28,38,46.0,23.8,8.0,18.5,43.1,4.8,12.5,38.2,3.0,3.5,86.6,0.7,2.7,3.3,3.7,1.7,1.6,0.2,3.3,37.1,0,0,4.2,2020
413,Paul George,LAC,30,48,34,14,47.0,34.2,11.4,25.9,43.9,5.2,12.6,41.2,6.3,7.2,87.6,0.8,8.2,9.0,6.1,4.1,2.3,0.7,3.7,58.8,5,0,8.5,2020
414,Paul Millsap,DEN,35,51,30,21,49.2,23.4,8.4,17.4,48.2,2.1,4.9,43.5,4.6,5.6,81.6,3.9,7.7,11.6,3.3,2.8,1.7,1.2,5.9,48.3,5,0,8.8,2020
415,Paul Watson,TOR,25,10,7,3,44.5,15.8,5.1,13.3,38.5,2.0,6.1,33.3,3.6,4.6,77.8,1.0,7.7,8.7,4.1,1.5,2.0,0.5,2.6,38.5,0,0,16.8,2020
416,Quinn Cook,LAL,27,44,31,13,46.2,20.4,8.3,19.5,42.5,2.8,7.7,36.5,1.0,1.3,78.6,1.0,3.6,4.6,4.5,3.0,1.1,0.2,2.5,33.4,0,0,5.1,2020
417,Quinndary Weatherspoon,SAS,23,11,5,6,42.2,6.5,2.7,9.2,29.4,0.5,2.7,20.0,0.5,1.1,50.0,0.5,3.3,3.8,6.0,2.7,1.6,0.5,4.3,23.9,0,0,-12.5,2020
418,RJ Barrett,NYK,20,56,17,39,47.6,22.4,8.2,20.3,40.2,1.8,5.5,32.0,4.4,7.1,61.4,1.4,6.4,7.8,4.0,3.5,1.5,0.5,3.4,40.4,2,0,-9.1,2020
419,Rajon Rondo,LAL,34,48,37,11,47.0,16.3,6.5,15.7,41.8,2.0,6.0,32.8,1.3,2.0,65.9,1.1,5.7,6.8,11.5,4.3,1.9,0.1,2.8,43.4,2,0,2.2,2020
420,Raul Neto,PHI,28,54,29,25,47.3,19.5,7.2,15.7,45.5,2.4,6.2,38.6,2.8,3.3,83.0,0.8,3.5,4.3,6.7,3.3,1.7,0.4,3.5,37.9,0,0,2.6,2020
421,Rayjon Tucker,UTA,22,20,12,8,46.4,17.8,5.7,12.4,46.5,0.9,4.9,17.6,5.5,6.6,82.6,0.9,4.9,5.7,1.4,2.3,0.3,0.3,2.9,26.3,0,0,-6.6,2020
422,Reggie Bullock,NYK,29,29,9,20,47.9,16.4,6.3,15.7,40.2,2.6,7.8,33.3,1.2,1.5,81.0,0.9,3.9,4.8,2.9,1.3,1.8,0.2,3.9,31.1,0,0,-5.5,2020
423,Reggie Jackson,LAC,30,31,16,15,48.2,24.0,8.7,21.1,41.1,3.7,9.4,39.3,2.9,3.5,83.3,1.1,4.9,6.0,8.2,3.3,0.8,0.3,3.8,43.6,1,0,7.0,2020
424,Richaun Holmes,SAC,26,44,16,28,48.7,21.2,8.8,13.5,64.8,0.0,0.0,0.0,3.7,4.6,78.8,5.0,9.1,14.1,1.6,2.0,1.6,2.2,6.6,49.9,13,0,0.6,2020
425,Ricky Rubio,PHX,29,65,32,33,46.5,19.5,6.6,16.0,41.5,1.8,5.0,36.1,4.5,5.2,86.3,1.1,5.9,7.0,13.1,4.0,2.2,0.3,3.9,50.9,22,2,3.4,2020
426,Robert Covington,HOU,29,70,27,43,46.3,18.9,6.6,15.7,42.2,3.5,10.4,33.5,2.1,2.7,79.8,1.4,8.7,10.0,1.9,2.2,2.5,2.0,4.8,45.0,7,0,0.7,2020
427,Robert Williams III,BOS,22,29,19,10,47.3,18.3,7.8,10.7,72.7,0.0,0.0,0.0,2.7,4.2,64.7,4.9,10.7,15.6,3.3,2.6,2.7,4.3,6.2,60.3,0,0,4.4,2020
428,Robin Lopez,MIL,32,66,51,15,45.1,16.8,6.9,14.1,49.2,1.6,4.9,33.3,1.3,2.5,52.8,2.6,4.9,7.6,2.1,3.0,0.5,2.1,4.5,33.9,0,0,0.4,2020
429,Rodions Kurucs,BKN,22,47,18,29,45.4,14.3,5.2,11.8,44.6,2.2,6.0,36.7,1.6,2.5,63.2,1.7,7.4,9.1,3.4,3.1,1.7,0.3,6.0,33.2,0,0,-1.8,2020
430,Rodney Hood,POR,27,21,8,13,46.5,17.3,6.5,12.9,50.6,2.6,5.3,49.3,1.6,2.0,77.8,0.8,4.7,5.4,2.4,1.4,1.3,0.3,3.5,30.7,0,0,0.4,2020
431,Rodney McGruder,LAC,28,56,38,18,45.2,9.7,3.7,9.4,39.8,1.2,4.6,27.0,1.0,1.8,55.9,1.5,6.3,7.8,1.9,1.2,1.3,0.4,3.8,26.0,0,0,-0.2,2020
432,Romeo Langford,BOS,20,32,22,10,47.1,10.1,3.6,10.2,35.0,0.6,3.4,18.5,2.3,3.2,72.0,1.9,3.3,5.2,1.7,1.4,1.0,1.0,4.2,23.5,0,0,8.5,2020
433,Rondae Hollis-Jefferson,TOR,25,60,43,17,47.3,17.6,6.5,13.9,47.1,0.1,1.0,13.0,4.4,6.0,73.4,4.6,7.3,11.9,4.5,2.5,1.9,1.0,4.8,44.9,2,0,3.3,2020
434,Royce O'Neale,UTA,27,71,44,27,48.0,10.5,3.7,8.6,43.3,2.2,5.7,37.7,1.0,1.3,76.4,0.6,8.5,9.1,4.2,1.4,1.4,0.7,4.7,32.8,2,0,5.1,2020
435,Rudy Gay,SAS,33,67,30,37,46.0,22.9,8.4,18.8,44.6,2.3,6.9,33.6,3.8,4.3,88.2,1.9,9.5,11.4,3.6,2.8,1.1,1.0,3.2,45.6,4,0,0.4,2020
436,Rudy Gobert,UTA,28,68,42,26,48.3,21.3,8.0,11.5,69.3,0.0,0.0,0.0,5.3,8.3,63.0,4.8,14.2,19.0,2.1,2.7,1.1,2.8,4.5,56.0,49,0,6.1,2020
437,Rui Hachimura,WAS,22,48,15,33,46.4,20.8,8.2,17.5,46.6,0.8,2.8,28.7,3.7,4.5,82.9,2.5,6.9,9.4,2.8,1.7,1.2,0.3,3.4,39.0,3,0,-8.1,2020
438,Russell Westbrook,HOU,31,57,36,21,44.8,34.0,13.2,28.0,47.2,1.2,4.7,25.8,6.3,8.3,76.3,2.2,7.7,9.9,8.8,5.6,2.0,0.4,4.4,60.8,22,8,2.7,2020
439,Ryan Anderson,HOU,32,2,1,1,42.3,15.2,6.1,21.2,28.6,3.0,15.2,20.0,0.0,0.0,0.0,0.0,21.2,21.2,6.1,3.0,3.0,0.0,3.0,55.8,0,0,21.2,2020
440,Ryan Arcidiacono,CHI,26,58,21,37,46.8,13.1,4.5,11.1,40.9,2.7,6.9,39.1,1.4,1.9,71.1,1.0,4.5,5.5,4.8,1.9,1.4,0.2,4.8,29.7,0,0,-4.1,2020
441,Ryan Broekhoff,PHI,29,17,10,7,46.4,18.3,5.7,15.2,37.3,5.2,13.1,39.2,1.8,2.1,87.5,1.3,9.8,11.1,2.8,1.5,1.3,1.0,3.9,41.3,0,0,2.1,2020
442,Sekou Doumbouya,DET,19,38,10,28,48.7,15.7,5.9,15.2,39.0,1.8,6.3,28.6,2.0,3.0,67.4,1.3,6.3,7.6,1.2,2.3,1.3,0.5,5.2,29.9,2,0,-11.4,2020
443,Semi Ojeleye,BOS,25,69,46,23,47.8,11.2,3.8,9.3,40.8,2.3,6.0,37.8,1.3,1.5,87.5,1.2,5.6,6.9,1.8,0.9,1.0,0.2,3.8,24.8,0,0,-1.5,2020
444,Serge Ibaka,TOR,30,55,40,15,47.1,26.8,10.9,21.2,51.2,2.2,5.8,38.5,2.8,3.9,71.8,3.6,10.7,14.3,2.4,3.5,0.9,1.5,4.9,51.2,20,0,3.0,2020
445,Seth Curry,DAL,29,64,38,26,47.1,23.7,8.5,17.2,49.5,4.3,9.6,45.2,2.4,2.9,82.5,0.8,3.5,4.3,3.7,1.9,1.1,0.3,3.4,36.9,0,0,4.8,2020
446,Shabazz Napier,WAS,28,56,16,40,46.1,19.8,6.4,15.6,41.2,2.6,8.2,31.7,4.3,5.2,82.4,0.9,4.5,5.4,9.0,4.4,2.4,0.4,3.5,43.6,2,1,-3.3,2020
447,Shai Gilgeous-Alexander,OKC,21,70,43,27,48.3,26.5,9.5,20.2,47.1,1.7,5.0,34.7,5.7,7.1,80.7,0.9,7.3,8.2,4.6,2.7,1.6,0.9,2.3,48.1,9,1,3.0,2020
448,Shake Milton,PHI,23,40,23,17,48.0,22.5,8.0,16.5,48.4,3.5,8.0,43.0,3.0,3.9,78.5,0.9,4.4,5.2,6.2,2.8,1.2,0.4,5.5,40.1,0,0,-0.3,2020
449,Shamorie Ponds,TOR,22,4,4,0,46.0,39.1,13.0,21.7,60.0,4.3,8.7,50.0,8.7,8.7,100,0.0,4.3,4.3,8.7,0.0,0.0,4.3,8.7,70.4,0,0,0.0,2020
450,Shaquille Harrison,CHI,26,43,14,29,47.3,20.4,7.5,16.1,46.7,1.6,4.1,38.1,3.8,4.9,78.0,2.1,6.3,8.4,4.8,1.9,3.3,1.9,5.4,51.3,1,0,6.1,2020
451,Sindarius Thornwell,NOP,25,2,0,2,47.3,21.3,8.0,14.7,54.5,2.7,5.3,50.0,2.7,5.3,50.0,0.0,5.3,5.3,5.3,2.7,1.3,1.3,2.7,41.1,0,0,-4.0,2020
452,Skal Labissiere,ATL,24,33,14,19,46.5,15.6,6.6,12.1,55.1,0.2,1.1,23.1,2.1,2.7,75.8,5.3,8.5,13.9,3.4,2.5,0.6,2.5,7.3,44.3,1,0,1.0,2020
453,Solomon Hill,MIA,29,59,29,30,46.4,13.8,4.7,11.8,39.6,2.7,7.3,36.8,1.7,2.3,74.1,1.2,5.8,7.0,4.4,2.2,1.8,0.5,3.6,33.7,0,0,-3.3,2020
454,Spencer Dinwiddie,BKN,27,64,30,34,47.2,31.2,10.0,24.2,41.5,2.9,9.5,30.8,8.2,10.6,77.8,0.8,4.5,5.2,10.2,4.1,0.9,0.5,4.3,53.0,9,0,1.2,2020
455,Stanley Johnson,TOR,24,25,19,6,45.6,18.3,6.7,18.0,37.3,2.1,7.3,29.2,2.7,4.9,56.3,2.1,9.1,11.3,6.1,4.6,1.8,1.2,4.9,45.5,0,0,3.7,2020
456,Stanton Kidd,UTA,28,4,3,1,45.0,0.0,0.0,8.8,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,8.8,8.8,2.9,5.9,0.0,0.0,8.8,9.1,0,0,-2.9,2020
457,Stephen Curry,GSW,32,5,1,4,43.7,32.6,10.3,25.7,40.2,3.8,15.4,24.5,8.2,8.2,100,1.3,6.9,8.2,10.3,5.0,1.6,0.6,3.4,59.5,1,0,-14.1,2020
458,Sterling Brown,MIL,25,52,39,13,44.7,15.5,5.5,14.9,37.1,2.6,7.9,32.4,1.9,2.3,80.0,1.8,8.9,10.7,3.0,2.4,1.7,0.4,3.1,36.6,1,0,3.8,2020
459,Steven Adams,OKC,26,63,40,23,47.7,19.4,8.0,13.6,59.2,0.0,0.1,33.3,3.3,5.7,58.2,5.9,10.7,16.6,4.1,2.7,1.4,1.9,3.5,52.9,22,0,4.2,2020
460,Svi Mykhailiuk,DET,23,56,17,39,47.8,19.1,6.3,15.3,41.0,4.3,10.8,40.4,2.2,2.6,81.4,0.6,3.3,3.9,4.0,2.3,1.6,0.2,3.3,32.6,0,0,-0.2,2020
461,T.J. Leaf,IND,23,28,16,12,44.8,17.0,7.3,17.4,41.9,1.0,3.6,27.8,1.4,3.2,43.8,4.6,9.7,14.3,1.8,1.6,2.0,0.8,4.4,43.8,1,0,1.6,2020
462,T.J. McConnell,IND,28,71,44,27,46.4,16.2,7.4,14.4,51.6,0.2,0.6,29.4,1.2,1.5,83.3,1.3,5.3,6.6,12.4,3.5,2.0,0.4,2.6,46.4,2,0,1.9,2020
463,T.J. Warren,IND,26,67,42,25,48.4,29.2,11.7,21.9,53.6,2.0,5.0,40.3,3.7,4.5,81.9,1.5,4.7,6.2,2.2,1.8,1.7,0.7,4.1,45.4,2,0,2.8,2020
464,Tacko Fall,BOS,24,7,5,2,47.2,33.3,15.9,20.3,78.6,0.0,0.0,0.0,1.4,4.3,33.3,1.4,20.3,21.7,1.4,4.3,1.4,5.8,10.1,79.0,0,0,10.1,2020
465,Taj Gibson,NYK,35,62,21,41,48.3,17.9,7.9,13.5,58.4,0.2,0.7,28.6,1.9,2.6,73.2,5.2,7.3,12.6,2.4,2.2,1.3,1.4,5.7,42.5,0,0,-12.2,2020
466,Talen Horton-Tucker,LAL,19,6,2,4,45.6,19.1,7.9,16.9,46.7,2.2,7.3,30.8,1.1,2.2,50.0,1.1,2.8,3.9,3.4,3.4,4.5,0.6,5.6,40.7,0,0,-10.1,2020
467,Tariq Owens,PHX,25,3,0,3,49.7,12.9,3.2,16.1,20.0,0.0,6.5,0.0,6.5,6.5,100,6.5,3.2,9.7,0.0,0.0,3.2,0.0,3.2,34.2,0,0,-51.6,2020
468,Taurean Prince,BKN,26,64,30,34,46.9,19.5,7.0,18.7,37.6,3.7,10.9,33.9,1.8,2.2,79.8,1.3,8.4,9.6,2.9,3.2,1.4,0.6,4.0,38.5,8,0,1.8,2020
469,Terance Mann,LAC,23,41,27,14,45.5,12.4,4.6,9.9,46.8,0.9,2.5,35.0,2.3,3.4,66.7,1.3,5.7,6.9,6.7,2.3,1.4,0.6,5.8,34.5,1,0,-0.6,2020
470,Terence Davis,TOR,23,72,53,19,47.0,21.1,7.7,17.0,45.6,3.7,9.4,38.8,2.0,2.3,86.4,1.9,7.3,9.2,4.5,3.0,1.5,0.5,4.8,42.1,1,0,7.8,2020
471,Terrance Ferguson,OKC,22,56,33,23,49.0,8.6,3.0,8.6,35.5,1.9,6.5,29.2,0.6,0.8,75.0,0.9,2.0,2.9,2.0,1.2,1.1,0.7,6.0,19.0,0,0,-5.6,2020
472,Terrence Ross,ORL,29,69,31,38,47.6,25.6,8.6,21.3,40.3,4.5,12.7,35.1,4.0,4.6,85.3,0.3,5.3,5.6,2.1,1.8,1.9,0.6,2.7,41.3,0,0,-1.8,2020
473,Terry Rozier,CHA,26,63,21,42,49.7,26.0,9.1,21.6,42.3,4.0,9.7,40.7,3.8,4.4,87.4,1.1,5.2,6.3,5.9,3.2,1.4,0.2,2.9,44.2,2,0,-9.1,2020
474,Thabo Sefolosha,HOU,36,41,27,14,45.1,9.5,3.8,9.4,40.7,1.6,5.6,27.8,0.3,0.8,37.5,2.2,7.4,9.6,2.6,1.6,2.5,1.2,4.4,34.6,0,0,3.7,2020
475,Thaddeus Young,CHI,32,64,22,42,46.9,19.4,7.9,17.7,44.8,2.3,6.5,35.6,1.2,2.1,58.3,2.8,6.5,9.3,3.4,3.0,2.7,0.7,3.9,42.9,2,0,-6.2,2020
476,Thanasis Antetokounmpo,MIL,27,20,16,4,43.5,18.6,8.1,16.2,50.0,0.0,3.4,0.0,2.4,5.7,41.2,4.1,4.1,8.1,5.1,4.1,2.4,0.7,6.1,41.0,0,0,-5.4,2020
477,Theo Pinson,NYK,24,33,15,18,46.8,15.4,5.8,19.8,29.0,1.9,10.2,18.8,1.9,2.0,93.8,1.3,5.6,6.9,7.2,4.2,2.2,0.5,4.5,38.3,0,0,-5.1,2020
478,Thomas Bryant,WAS,22,46,15,31,46.0,24.4,9.7,16.8,58.1,1.5,3.7,40.7,3.4,4.7,74.1,3.9,9.3,13.3,3.3,2.1,1.0,2.0,4.1,52.1,11,0,-6.5,2020
479,Thon Maker,DET,23,60,20,40,48.9,17.7,5.9,12.2,48.2,1.4,4.0,34.4,4.6,6.9,66.4,3.4,7.1,10.5,2.7,2.8,1.6,2.5,6.4,43.7,2,0,-9.0,2020
480,Tim Frazier,DET,29,27,9,18,48.1,13.1,4.6,12.7,36.2,1.4,4.1,33.3,2.6,3.3,79.2,1.2,3.3,4.5,12.6,4.9,1.9,0.5,5.7,39.9,0,0,-7.3,2020
481,Tim Hardaway Jr.,DAL,28,71,41,30,47.0,25.2,8.6,19.9,43.4,4.6,11.5,39.8,3.3,4.1,81.9,0.6,4.7,5.2,3.1,1.6,0.9,0.1,2.8,37.6,0,0,6.5,2020
482,Timothe Luwawu-Cabarrot,BKN,25,47,20,27,46.4,19.8,6.4,14.6,43.5,3.4,8.7,38.8,3.8,4.4,85.2,1.6,5.3,6.9,1.6,2.0,1.0,0.4,5.8,32.6,0,0,-2.8,2020
